User_ID,Age,Skin_Type,Skin_Tone,Climate,Diet,Hormonal_Status,Budget_Level,Acne_Severity,Dryness_Severity,Pigmentation_Severity,Aging_Severity,Sensitivity_Severity,image_id,gender,match_score
116,46,Oily,Dusky,winter,Vegan,Stable,High,0.867,5.85825,3.307917889,2.383244689,6.49,546,0,0.847800016
1534,49,Normal,Very_Fair,summer,Vegan,PCOS,High,0,0,0,4.2,0,,,
8781,45,Normal,Fair,winter,Vegan,Stable,Low,2.252,6.575,1.601173021,2.059091642,6.49,540,0,0.863300025
8856,40,Dry,Dusky,Dry,Junk_Food,Teen,Low,6.817,7.3835,1.953079179,1.797801631,6.49,520,0,0.906099975
1535,20,Oily,Fair,summer,Balanced,Stable,Medium,7.281495494,0,0,0,0,,,
1539,26,Sensitive,Fair,summer,High_Dairy,Stable,Medium,0,0,0,0,5.087477049,,,
1552,15,Oily,Very_Fair,summer,Junk_Food,Pregnant,Low,10,0,0,0,0,,,
8598,49,Normal,Fair,winter,Vegan,Pregnant,High,0.525,5.94175,3.167155425,2.656448441,6.49,497,0,0.851999998
3514,48,Oily,Deep,winter,High_Dairy,Teen,High,0.444,6.8665,3.607038123,2.581491152,6.49,492,0,0.84009999
3394,42,Combination,Dusky,winter,High_Dairy,Stable,Low,0.526,5.43325,3.008797654,2.069155143,6.49,478,1,0.892499983
6225,49,Normal,Very_Fair,winter,Vegan,Pregnant,Low,3.454,6.90025,2.568914956,2.535776682,6.49,471,1,0.8495
10615,49,Normal,Deep,Dry,Balanced,Stable,High,0.147,4.08325,4.398826979,3.380117977,6.49,469,0,0.900600016
13900,49,Combination,Deep,winter,High_Dairy,Stable,Low,0.605,5.47475,3.483870968,3.410218225,6.49,466,0,0.911499977
8730,43,Normal,Very_Fair,winter,Vegan,Pregnant,High,1.299,6.51675,2.551319648,1.771040841,6.49,455,1,0.868700027
9346,42,Dry,Deep,Dry,High_Dairy,Teen,Medium,1.155,7.59975,3.554252199,1.860168262,6.49,429,1,0.911899984
2491,17,Combination,Fair,winter,High_Dairy,Teen,Low,1.989,6.60825,0.475073314,1.282577443,6.49,425,1,0.873000026
8154,38,Oily,Deep,Temperate,Vegan,Pregnant,Low,0.581,3.48325,3.46627566,1.927273313,6.49,421,0,0.832099974
4454,43,Dry,Deep,winter,Vegan,PCOS,Medium,0.388,7.2585,3.448680352,1.925468201,6.49,395,0,0.906599998
12224,18,Dry,Fair,Dry,High_Sugar,Pregnant,Low,2.172,5.14175,0.527859238,1.034013474,6.49,393,1,0.880900025
2758,39,Dry,Fair,Temperate,Vegan,PCOS,High,0.973,4.65,0.967741935,1.563859072,6.49,385,0,0.864499986
6793,42,Combination,Deep,winter,Balanced,Teen,High,2.13,5.79175,2.692082111,2.015453051,6.49,383,0,0.883700013
6126,43,Dry,Dusky,Temperate,Balanced,PCOS,Low,0.457,5.725,3.026392962,2.046997389,6.49,380,1,0.906899989
8947,48,Normal,Medium,winter,High_Dairy,Stable,Low,0.427,6.175,2.903225806,2.337078941,6.49,376,0,0.850899994
10285,36,Normal,Deep,winter,High_Dairy,Stable,Low,1.17,6.35825,2.973607038,1.59418496,6.49,373,1,0.875
1198,42,Dry,Deep,Temperate,Balanced,PCOS,High,0.369,4.73325,4.064516129,1.962879154,6.49,372,0,0.905600011
7249,38,Dry,Dusky,Dry,High_Dairy,PCOS,Medium,1.233,4.7085,2.516129032,1.604609483,6.49,366,0,0.885399997
13018,21,Normal,Fair,winter,High_Dairy,Stable,High,1.742,5.2835,1.407624633,1.41565935,6.49,363,0,0.853600025
2226,40,Oily,Deep,winter,Vegan,PCOS,High,0.452,6.39175,3.184750733,2.01856687,6.49,358,0,0.863399982
4970,40,Oily,Very_Fair,winter,High_Dairy,Pregnant,High,2.201,4.767,2.234604106,1.774380298,6.49,357,0,0.843800008
12462,24,Combination,Deep,winter,Junk_Food,Teen,Medium,6.71,6.5335,1.935483871,1.272423686,6.49,351,0,0.879599988
4013,42,Oily,Fair,winter,High_Dairy,Stable,Low,2.713,5.91675,2.357771261,2.034948264,6.49,347,0,0.845000029
5217,40,Dry,Dusky,Dry,Vegan,Stable,Low,0.784,6.63325,2.903225806,1.81224253,6.49,346,1,0.904299974
3184,44,Dry,Dusky,Dry,High_Dairy,PCOS,Low,0.166,6.5335,4.469208211,2.459375302,6.49,342,0,0.920000017
9797,19,Oily,Deep,winter,High_Dairy,Stable,High,2.605,5.2165,2.586510264,2.059768559,6.49,335,0,0.834800005
8759,35,Oily,Deep,winter,High_Dairy,Stable,Low,1.844,6.125,2.780058651,1.918428263,6.49,332,0,0.835200012
8497,40,Oily,Medium,winter,Balanced,PCOS,High,4.653,6.2665,1.653958944,1.853489347,6.49,327,0,0.864000022
306,36,Oily,Medium,winter,Vegan,PCOS,High,0.526,5.8835,1.741935484,1.551809947,6.49,326,0,0.821200013
1062,17,Combination,Deep,winter,Junk_Food,Pregnant,High,3.069,7.23325,1.812316716,1.568010831,6.49,309,0,0.857299984
1556,19,Normal,Medium,summer,High_Sugar,Stable,Medium,2.84813341,0,0,0,0,,,
5785,15,Combination,Medium,winter,High_Sugar,Pregnant,Medium,4.16,5.35025,1.143695015,1.632047191,6.49,303,1,0.869400024
9127,20,Combination,Dusky,winter,Vegan,Pregnant,High,0.922,5.3335,2.181818182,1.45085904,6.49,300,1,0.86500001
7874,39,Oily,Very_Fair,winter,High_Dairy,PCOS,High,2.791,4.70025,1.372434018,1.846810431,6.49,298,0,0.851300001
6535,39,Combination,Very_Fair,winter,Balanced,PCOS,High,1.103,5.9165,1.108504399,1.63412307,6.49,295,0,0.866999984
13480,46,Dry,Deep,Temperate,High_Dairy,Pregnant,High,0.773,6.05,2.868035191,2.257067337,6.49,289,0,0.901600003
4000,43,Oily,Fair,winter,Balanced,Pregnant,High,4.563,6.8665,1.513196481,2.279631241,6.49,288,0,0.869599998
13830,44,Oily,Dusky,winter,High_Sugar,Stable,High,4.902,6.78325,2.234604106,2.230577314,6.49,287,0,0.873600006
1558,48,Oily,Medium,summer,Junk_Food,Pregnant,Low,10,0,0,3.9,0,,,
10606,40,Oily,Very_Fair,winter,High_Dairy,PCOS,Low,2.569,5.8165,1.618768328,1.830654676,6.49,284,0,0.8574
2578,16,Normal,Very_Fair,winter,Vegan,PCOS,Low,1.284,5.69175,0.281524927,1.34625278,6.49,270,1,0.862200022
769,45,Dry,Dusky,Dry,High_Dairy,PCOS,High,0.415,4.10825,2.95601173,2.530948006,6.49,268,0,0.877099991
7668,16,Dry,Fair,Dry,Junk_Food,Stable,Medium,2.535,6.3335,0.686217009,1.329104213,6.49,267,1,0.882200003
7986,17,Combination,Medium,winter,High_Sugar,Stable,Medium,5.415,6.6835,0.563049853,1.390884183,6.49,265,1,0.878499985
7911,18,Combination,Deep,winter,Vegan,PCOS,Medium,1.235,4.33325,1.970674487,1.700054798,6.49,264,0,0.858099997
11137,20,Normal,Fair,winter,Vegan,Stable,Low,1.105,5.39175,2.463343109,1.997086033,6.49,263,0,0.827600002
13550,46,Normal,Medium,winter,Balanced,Stable,Low,1.582,6.21675,1.618768328,2.174663959,6.49,261,0,0.867399991
1857,39,Dry,Fair,Dry,Balanced,Teen,Low,4.338,6.73325,0.914956012,1.280636947,6.49,256,1,0.896499991
13933,28,Oily,Dusky,winter,High_Dairy,Pregnant,High,0.71,7.1,4.416422287,2.15941076,6.49,246,1,0.833899975
1560,40,Dry,Deep,summer,High_Dairy,PCOS,Medium,0,6.480405648,5.877473747,1.5,0,,,
8871,45,Combination,Dusky,winter,Balanced,Teen,High,4.23,5.8915,2.516129032,1.893201818,6.49,244,1,0.882700026
9693,39,Combination,Deep,winter,Vegan,PCOS,Medium,0.27,6.525,2.991202346,2.024162718,6.49,243,1,0.889999986
4695,41,Dry,Fair,Temperate,High_Dairy,PCOS,High,1.17,7.10825,2.11143695,1.615034007,6.49,241,1,0.890999973
119,42,Combination,Medium,winter,Vegan,Stable,Low,0.479,5.708,1.882697947,1.94586597,6.49,240,0,0.872500002
2635,19,Combination,Medium,winter,Junk_Food,PCOS,Low,4.236,5.142,1.073313783,0.973257905,6.49,236,1,0.881500006
12630,38,Dry,Dusky,Dry,Balanced,Teen,Medium,1.488,6.51675,3.04398827,1.597298778,6.49,235,1,0.90200001
1563,32,Dry,Very_Fair,summer,High_Dairy,Stable,Low,0,6.864063408,0,0,0,,,
13435,46,Oily,Dusky,winter,Balanced,PCOS,Low,0.329,6.31675,3.818181818,2.394707153,6.49,231,0,0.846700013
7548,36,Dry,Deep,Dry,Junk_Food,PCOS,High,3.779,5.63325,1.794721408,1.449595461,6.49,230,1,0.878799975
1768,19,Oily,Medium,winter,High_Dairy,PCOS,Medium,1.77,6.925,1.249266862,1.454108242,6.49,223,1,0.832400024
3051,39,Dry,Very_Fair,Dry,High_Sugar,Teen,Low,7.173,6.27475,1.337243402,1.583534797,6.49,214,0,0.888000011
5531,41,Dry,Deep,winter,High_Sugar,PCOS,Low,3.211,7.16675,2.164222874,1.727673017,6.49,211,1,0.908100009
3684,39,Dry,Dusky,Dry,High_Dairy,Teen,High,2.046,6.4415,3.026392962,1.553930954,6.49,210,1,0.90170002
9374,43,Dry,Deep,Dry,High_Sugar,Pregnant,Low,1.121,6.375,3.061583578,1.896992554,6.49,206,1,0.902499974
1566,22,Sensitive,Medium,summer,High_Sugar,Pregnant,Low,3.650328411,0,0,0,7.675691963,,,
11097,40,Dry,Fair,Dry,Balanced,Teen,High,3.371,6.17475,1.390029326,1.66562228,6.49,203,1,0.886900008
1337,38,Dry,Deep,winter,High_Sugar,PCOS,Low,3.119,7.2335,2.709677419,1.428881797,6.49,199,1,0.903500021
7002,39,Dry,Fair,Dry,Junk_Food,Pregnant,High,2.351,6.45,1.26686217,1.262630951,6.49,196,1,0.897599995
8858,37,Dry,Dusky,Dry,Junk_Food,PCOS,High,1.674,5.325,2.375366569,1.555600683,6.49,194,1,0.884199977
14559,40,Combination,Dusky,winter,Balanced,Teen,Low,1.107,6.50025,2.62170088,2.103497405,6.49,191,1,0.887000024
674,40,Dry,Very_Fair,Temperate,Junk_Food,Stable,Medium,1.799,6.69175,1.214076246,1.727537633,6.49,190,1,0.883599997
6081,48,Combination,Dusky,winter,Vegan,Pregnant,Low,1.008,6.51675,2.920821114,2.473590562,6.49,188,1,0.886799991
4210,44,Combination,Fair,winter,Junk_Food,Stable,High,1.392,6.40825,1.829912023,2.162975857,6.49,185,1,0.868600011
2308,41,Dry,Medium,Dry,Junk_Food,Stable,High,3.42,7.49175,1.618768328,1.589491667,6.49,179,1,0.902999997
13722,44,Dry,Dusky,Temperate,Junk_Food,Stable,High,1.482,6.14175,2.568914956,1.983998969,6.49,177,1,0.9005
4615,33,Normal,Dusky,winter,Balanced,Pregnant,Medium,1.376,7.4,2.920821114,1.792341166,6.49,174,1,0.863900006
4063,37,Combination,Medium,winter,Vegan,Pregnant,Low,0.621,7.15,1.68914956,1.5554653,6.49,173,1,0.864899993
1567,26,Sensitive,Dusky,summer,High_Dairy,Pregnant,Low,0,0,4.845359088,0,6.871287442,,,
8433,15,Normal,Dusky,winter,Vegan,Stable,Low,3.392,6.0665,3.571847507,1.687554395,6.49,163,0,0.859700024
1583,23,Oily,Fair,summer,High_Sugar,Pregnant,Low,8.242063235,0,0,0,0,,,
6173,15,Normal,Deep,winter,High_Dairy,Stable,Low,0.557,5.5915,3.853372434,1.752989717,6.49,160,0,0.867699981
10734,39,Dry,Fair,Dry,High_Dairy,Stable,Low,1.028,6.825,1.249266862,1.599780808,6.49,147,1,0.877399981
4891,17,Combination,Dusky,winter,Balanced,Stable,High,0.878,7.15825,3.431085044,1.537414177,6.49,146,1,0.87440002
1585,39,Sensitive,Very_Fair,summer,Junk_Food,Stable,Medium,2.854197412,0,0,1.2,5.591888152,,,
14717,41,Combination,Deep,winter,Balanced,Teen,Low,2.533,5.29175,4.134897361,2.175972665,6.49,138,1,0.901600003
14246,18,Oily,Dusky,winter,Vegan,Stable,High,5.045,4.075,2.023460411,1.825826,6.49,134,0,0.863799989
10111,39,Dry,Medium,Dry,High_Sugar,Pregnant,Medium,3.09,5.917,1.143695015,1.388853431,6.49,132,1,0.885900021
6824,18,Oily,Very_Fair,winter,Balanced,PCOS,Medium,1.743,5.3665,1.988269795,1.262405312,6.49,130,1,0.838199973
1586,27,Combination,Medium,summer,Balanced,Teen,Medium,4.625635309,0,0,0,0,,,
1589,45,Normal,Deep,summer,Balanced,Pregnant,High,4.624,5.499,3.571,2.301,0,H1_273481_P1_L0,,0.915099978
11083,36,Combination,Dusky,winter,Vegan,Stable,Medium,0.87,6.05825,2.428152493,1.374096638,6.49,108,1,0.881399989
9462,40,Dry,Dusky,Dry,High_Dairy,Pregnant,High,0.783,7.2665,3.413489736,1.484885408,6.49,104,1,0.905600011
14208,16,Combination,Medium,winter,Junk_Food,Pregnant,Medium,1.346,7.85,0.809384164,1.220120556,6.49,94,1,0.864899993
12720,39,Dry,Medium,Temperate,High_Dairy,Pregnant,High,0.371,6.74175,1.143695015,1.173187635,6.49,89,1,0.892400026
7969,39,Dry,Very_Fair,Dry,High_Dairy,PCOS,Medium,0.623,6.99175,0.33431085,1.264345808,6.49,78,1,0.886699975
13295,20,Dry,Dusky,Dry,High_Dairy,Pregnant,High,0.421,7.2665,2.093841642,1.248596203,6.49,77,1,0.887899995
8151,35,Normal,Very_Fair,winter,Balanced,PCOS,Low,0.171,6.3585,2.058651026,1.79658318,6.49,71,1,0.843800008
3375,39,Dry,Dusky,Dry,Balanced,Pregnant,Medium,0.142,6.25825,2.445747801,1.697166618,6.49,70,1,0.897300005
2370,36,Normal,Dusky,Dry,High_Dairy,Stable,Low,0.927,6.30825,4.187683284,1.759488122,6.49,62,1,0.842100024
8447,47,Normal,Medium,winter,Balanced,Pregnant,High,0.065,6.9415,3.096774194,2.2677175,6.49,60,1,0.851700008
4673,26,Combination,Dusky,winter,High_Sugar,PCOS,Low,2.204,6.31675,2.287390029,1.615395029,6.49,58,1,0.86500001
13385,37,Dry,Dusky,Temperate,Vegan,Pregnant,High,0.355,7.07525,3.413489736,1.282577443,6.49,51,1,0.906000018
969,47,Combination,Dusky,winter,Vegan,Stable,Low,0.146,5.7585,3.360703812,2.380627277,6.49,46,1,0.894599974
1594,33,Sensitive,Dusky,summer,High_Sugar,PCOS,Medium,3.062394278,0,3.339979791,0,6.30226888,,,
9123,33,Normal,Dusky,winter,Balanced,Pregnant,High,0.258,7.025,3.37829912,1.778351546,6.49,43,1,0.866699994
4083,39,Combination,Deep,winter,Vegan,Stable,Low,0.394,6.16675,2.744868035,1.748251297,6.49,42,1,0.889599979
1595,20,Normal,Deep,summer,High_Dairy,Teen,High,9.969,6.178,4.588,2.26,0,Z4_89938_P0_L0,,0.847199976
6960,39,Combination,Dusky,winter,Vegan,PCOS,Medium,0.159,7.65825,2.762463343,1.731689392,6.49,38,1,0.884299994
1599,37,Combination,Deep,summer,Balanced,Teen,High,2.182378119,0,3.034059813,0.6,0,,,
1764,37,Dry,Deep,Temperate,Balanced,Pregnant,High,0.182,5.88325,2.762463343,1.260284305,6.49,36,1,0.898899972
1191,39,Dry,Medium,Temperate,High_Dairy,Stable,Medium,0.31,6.9585,1.882697947,1.377255585,6.49,35,1,0.893000007
1930,35,Normal,Very_Fair,winter,Balanced,Stable,Low,0.119,6.8165,1.988269795,1.245031106,6.49,33,1,0.853999972
13857,39,Dry,Deep,Dry,High_Dairy,Stable,High,0.191,6.1085,3.571847507,1.640215324,6.49,32,1,0.905700028
11724,41,Dry,Very_Fair,Dry,Vegan,Stable,Medium,0.304,7.0165,1.653958944,1.578164588,6.49,31,1,0.897300005
1601,25,Oily,Deep,summer,High_Dairy,Stable,Low,7.58911158,0,3.375842831,0,0,,,
10517,38,Combination,Deep,winter,Balanced,Pregnant,High,0.499,7.77525,2.832844575,1.657860297,6.49,29,1,0.88499999
14185,36,Normal,Dusky,Temperate,Vegan,Pregnant,Medium,0.094,5.1915,3.782991202,1.521935338,6.49,28,1,0.857200027
8780,38,Dry,Deep,Dry,Balanced,Pregnant,High,0.094,7.1085,2.269794721,1.585926571,6.49,27,1,0.899399996
7125,39,Dry,Deep,winter,Vegan,Stable,Low,0.285,7.24175,2.19941349,1.56494214,6.49,26,1,0.898599982
1606,35,Combination,Deep,summer,High_Dairy,Teen,High,3.5945155,0,4.537108918,0,0,,,
12696,41,Dry,Very_Fair,Dry,High_Dairy,Stable,High,0.802,6.6085,1.900293255,1.583715308,6.49,23,1,0.89230001
13437,36,Combination,Deep,winter,Vegan,Pregnant,High,0.287,6.3915,2.780058651,1.558488863,6.49,17,1,0.877399981
12330,39,Combination,Deep,winter,High_Dairy,PCOS,Medium,0.115,6.78325,4.082111437,1.743828772,6.49,11,1,0.899500012
1607,29,Combination,Fair,summer,Vegan,Stable,Medium,0,0,0,0,0,,,
8767,18,Sensitive,Deep,winter,High_Sugar,Teen,Low,5.436392017,2.030430357,3.32660864,0,6.488447971,,,
5975,24,Sensitive,Dusky,Temperate,High_Sugar,Pregnant,High,3.551987299,0,4.807687189,0,6.486741852,,,
1608,15,Normal,Fair,summer,Balanced,Teen,Low,2.532377394,0,0,0,0,,,
14481,29,Sensitive,Medium,Dry,High_Sugar,Pregnant,Low,3.280179455,0,0,0,6.482989292,,,
7699,39,Sensitive,Dusky,winter,Balanced,Stable,Medium,0,2.071464418,5.667397328,1.2,6.481671962,,,
8483,22,Sensitive,Medium,winter,High_Dairy,Stable,Low,0,2.170569326,0,0,6.48092318,,,
199,15,Sensitive,Very_Fair,Temperate,High_Sugar,Pregnant,Low,3.181865047,0,0,0,6.480052616,,,
9983,31,Sensitive,Fair,Temperate,Junk_Food,PCOS,Low,3.378259036,0,0,0,6.478030298,,,
7198,37,Sensitive,Deep,Temperate,Balanced,Teen,High,4.516686128,0,3.074340024,0.6,6.477606813,,,
1611,29,Normal,Deep,summer,Junk_Food,Stable,Low,9.992,6.308,4.137,2.172,0,Z4_91854_P0_L0,,0.870100021
7598,44,Sensitive,Dusky,Dry,Balanced,Stable,Low,0,0,4.207138442,2.7,6.476605759,,,
14987,31,Sensitive,Dusky,Dry,High_Sugar,Stable,High,3.340014696,0,3.922673533,0,6.475368123,,,
13492,41,Sensitive,Dusky,Dry,High_Dairy,Stable,Low,0,0,5.05618049,1.8,6.475266239,,,
11324,30,Sensitive,Deep,winter,High_Sugar,Pregnant,Low,2.925190812,3.287270551,5.733498147,0,6.475142959,,,
13371,20,Sensitive,Deep,winter,Balanced,Pregnant,Medium,0,3.538040899,5.948265952,0,6.473730816,,,
1025,41,Sensitive,Fair,Temperate,Balanced,Stable,Medium,0,0,0,1.8,6.473480746,,,
9716,35,Sensitive,Deep,Dry,High_Dairy,Stable,Medium,0,0,3.563085685,0,6.472961454,,,
10158,28,Sensitive,Deep,Dry,High_Sugar,Teen,High,8.200541232,0,5.016525814,0,6.471100903,,,
3910,44,Sensitive,Medium,winter,Vegan,Pregnant,High,0,3.280335944,0,2.7,6.470701424,,,
3870,26,Sensitive,Medium,Dry,High_Sugar,PCOS,Low,2.531267295,0,0,0,6.47011999,,,
1612,35,Oily,Dusky,summer,Vegan,Stable,Medium,8.636568701,0,5.942258205,0,0,,,
1511,24,Sensitive,Dusky,Dry,Junk_Food,PCOS,High,2.762269765,0,5.937074603,0,6.468689107,,,
5983,21,Sensitive,Deep,winter,Junk_Food,Pregnant,High,2.165264414,3.984886818,4.742738456,0,6.468457358,,,
1615,39,Combination,Fair,summer,High_Dairy,Stable,High,0,0,0,1.2,0,,,
10991,45,Sensitive,Dusky,winter,Balanced,PCOS,High,0,3.178153782,4.381221299,3,6.467439364,,,
6662,23,Sensitive,Dusky,Dry,Balanced,PCOS,Medium,0,0,3.983105467,0,6.466799037,,,
1616,47,Oily,Medium,summer,High_Sugar,Teen,High,10,0,0,3.6,0,,,
9937,20,Sensitive,Fair,Dry,Junk_Food,Pregnant,High,2.09587769,0,0,0,6.463542862,,,
5409,48,Sensitive,Deep,winter,Junk_Food,PCOS,High,2.660058248,3.59916006,3.873368821,3.9,6.463193213,,,
6110,22,Sensitive,Dusky,Dry,Vegan,PCOS,Medium,0,0,3.634473641,0,6.462496396,,,
10560,21,Sensitive,Deep,winter,High_Dairy,Stable,High,0,2.998553974,3.871693522,0,6.46249192,,,
5479,36,Sensitive,Deep,Dry,High_Dairy,Teen,Low,4.868699558,0,4.258262827,0.3,6.460420056,,,
1633,42,Sensitive,Deep,summer,High_Sugar,PCOS,Low,3.253063174,0,5.011415795,2.1,6.715585885,,,
7412,42,Sensitive,Medium,Temperate,High_Sugar,PCOS,Medium,3.634316967,0,0,2.1,6.456330927,,,
2756,17,Sensitive,Fair,winter,Junk_Food,Pregnant,Medium,3.876855867,3.20404841,0,0,6.455375645,,,
10569,40,Sensitive,Deep,winter,Vegan,Pregnant,High,0,2.364557204,3.129555261,1.5,6.453750561,,,
10368,36,Sensitive,Medium,Dry,High_Sugar,PCOS,Medium,2.229237605,0,0,0.3,6.453656754,,,
13535,47,Sensitive,Medium,winter,High_Dairy,Stable,High,0,2.882181983,0,3.6,6.452552417,,,
1787,34,Sensitive,Fair,winter,Balanced,Stable,Medium,0,3.230290363,0,0,6.452351084,,,
14398,20,Sensitive,Deep,Dry,High_Dairy,Stable,Low,0,0,5.014508425,0,6.451745607,,,
1003,39,Sensitive,Dusky,winter,High_Sugar,Teen,Low,6.678943192,2.994997875,4.253587888,1.2,6.449907414,,,
1639,48,Oily,Medium,summer,Vegan,Stable,Medium,6.644673674,0,0,3.9,0,,,
6921,36,Sensitive,Deep,Temperate,High_Sugar,Stable,Medium,3.943920031,0,4.409882264,0.3,6.447812993,,,
1056,23,Sensitive,Fair,Dry,Vegan,Teen,Medium,4.08840443,0,0,0,6.446608919,,,
39,22,Sensitive,Fair,Temperate,High_Sugar,Teen,High,6.58258281,0,0,0,6.446304341,,,
5810,31,Sensitive,Very_Fair,Temperate,Junk_Food,PCOS,Medium,3.24572291,0,0,0,6.445496054,,,
7223,25,Sensitive,Fair,winter,High_Dairy,Stable,Low,0,2.391568104,0,0,6.445261156,,,
104,29,Sensitive,Very_Fair,Dry,High_Sugar,PCOS,Medium,2.595050043,0,0,0,6.444488028,,,
7137,15,Sensitive,Deep,Dry,High_Sugar,PCOS,Medium,3.427683308,0,3.852018445,0,6.444160562,,,
2417,34,Sensitive,Fair,Dry,Junk_Food,Stable,Low,2.200317767,0,0,0,6.441913215,,,
14549,23,Sensitive,Deep,Dry,Balanced,Teen,High,2.510329189,0,4.076058998,0,6.439732189,,,
1282,31,Sensitive,Fair,Dry,Vegan,Pregnant,High,0,0,0,0,6.435864374,,,
12968,29,Sensitive,Dusky,Temperate,Balanced,Stable,Medium,0,0,5.920671798,0,6.435036776,,,
1643,20,Oily,Deep,summer,Junk_Food,Teen,Medium,10,0,5.683583444,0,0,,,
1647,29,Combination,Dusky,summer,High_Sugar,PCOS,High,3.467917896,0,5.956710967,0,0,,,
12235,29,Sensitive,Very_Fair,winter,Vegan,Teen,Low,4.508051654,3.652317664,0,0,6.431246757,,,
14175,33,Sensitive,Dusky,Dry,High_Sugar,Stable,Low,2.205866068,0,5.481665375,0,6.431172956,,,
3367,39,Sensitive,Dusky,Dry,High_Sugar,Teen,Low,7.106216243,0,5.299482962,1.2,6.429513709,,,
9977,49,Sensitive,Deep,Temperate,Vegan,Teen,Low,2.517712607,0,3.062291008,4.2,6.429386731,,,
2592,39,Sensitive,Deep,Dry,Vegan,Pregnant,Low,0,0,4.178626044,1.2,6.427623865,,,
1649,25,Oily,Deep,summer,Balanced,Teen,High,9.072724827,0,3.612170856,0,0,,,
5525,38,Sensitive,Dusky,Dry,Vegan,Teen,Low,4.751903487,0,5.772722614,0.9,6.424469875,,,
1662,49,Normal,Fair,summer,Vegan,Stable,Medium,0,0,0,4.2,0,,,
9987,43,Sensitive,Dusky,winter,High_Dairy,Teen,High,4.736314341,2.162901132,3.036387506,2.4,6.420084779,,,
12639,19,Sensitive,Medium,winter,High_Dairy,Stable,Medium,0,3.811611423,0,0,6.418977909,,,
1665,44,Combination,Dusky,summer,High_Sugar,Stable,Medium,2.996776885,0,3.992118408,2.7,0,,,
7225,21,Sensitive,Dusky,winter,Balanced,Pregnant,Low,0,2.125780812,5.907501175,0,6.418477171,,,
2769,23,Sensitive,Fair,Dry,Balanced,PCOS,Medium,0,0,0,0,6.415815094,,,
4927,32,Sensitive,Dusky,Temperate,Vegan,Pregnant,High,0,0,3.862190297,0,6.415454297,,,
8923,19,Sensitive,Very_Fair,winter,Balanced,Pregnant,Low,0,3.946567173,0,0,6.415270806,,,
5142,32,Sensitive,Dusky,winter,High_Dairy,Stable,High,0,2.324389853,3.220917189,0,6.415176208,,,
14225,45,Sensitive,Medium,Dry,High_Sugar,PCOS,Medium,2.096168355,0,0,3,6.414243593,,,
1666,32,Normal,Medium,summer,High_Sugar,Pregnant,High,6.19,5.855,2.131,1.711,0,H0_48925_P2_L1,,0.877600014
8771,44,Sensitive,Fair,Temperate,High_Dairy,Pregnant,Low,0,0,0,2.7,6.410519207,,,
1667,16,Dry,Deep,summer,Balanced,Stable,Medium,0,7.306083291,3.929616536,0,0,,,
10451,44,Sensitive,Very_Fair,Temperate,High_Dairy,Pregnant,High,0,0,0,2.7,6.407549123,,,
14713,35,Sensitive,Dusky,Temperate,High_Dairy,Stable,Low,0,0,3.634996315,0,6.406311452,,,
7934,15,Sensitive,Dusky,winter,Balanced,PCOS,Low,0,3.259885648,5.321200383,0,6.40314488,,,
10346,41,Sensitive,Medium,Dry,Vegan,Stable,Medium,0,0,0,1.8,6.401586332,,,
10284,41,Sensitive,Dusky,Temperate,High_Sugar,Teen,High,7.378647126,0,4.990985899,1.8,6.397899963,,,
6975,43,Sensitive,Very_Fair,Dry,High_Sugar,Stable,Low,2.534354357,0,0,2.4,6.397485818,,,
1670,40,Combination,Medium,summer,Junk_Food,PCOS,High,2.259998988,0,0,1.5,0,,,
6033,42,Sensitive,Deep,winter,High_Sugar,Pregnant,Low,3.192368295,2.796934832,4.862153447,2.1,6.39544045,,,
746,28,Sensitive,Fair,Temperate,Junk_Food,PCOS,Medium,3.474933358,0,0,0,6.394496555,,,
8464,45,Sensitive,Deep,winter,Vegan,Pregnant,Medium,0,2.391246089,4.788291199,3,6.394335707,,,
13554,25,Sensitive,Dusky,Dry,High_Dairy,Teen,Low,4.20774252,0,4.991116302,0,6.391967874,,,
1671,39,Dry,Very_Fair,summer,High_Sugar,Stable,High,3.783064653,8.081757778,0,1.2,0,,,
7106,22,Sensitive,Medium,winter,Junk_Food,PCOS,Low,3.001295187,2.321554196,0,0,6.389189828,,,
3198,23,Sensitive,Medium,Dry,Balanced,Teen,Low,2.423430944,0,0,0,6.389055442,,,
9109,40,Sensitive,Fair,Dry,Junk_Food,Pregnant,High,3.473190854,0,0,1.5,6.388097292,,,
7383,42,Sensitive,Medium,Dry,Balanced,PCOS,Medium,0,0,0,2.1,6.387880079,,,
6705,42,Sensitive,Deep,Temperate,Balanced,Pregnant,High,0,0,4.05471982,2.1,6.387615339,,,
13878,39,Sensitive,Deep,winter,Balanced,Teen,Low,3.941114213,2.657382606,3.853569033,1.2,6.38675431,,,
1672,44,Oily,Very_Fair,summer,Junk_Food,PCOS,Medium,10,0,0,2.7,0,,,
515,22,Sensitive,Dusky,Temperate,Vegan,Teen,Low,4.758182562,0,4.228946456,0,6.385476462,,,
7274,44,Sensitive,Deep,Temperate,Balanced,Stable,Medium,0,0,3.351206799,2.7,6.384776814,,,
5119,39,Sensitive,Deep,winter,Vegan,Pregnant,High,0,2.278979556,3.566843697,1.2,6.383634703,,,
5760,47,Sensitive,Fair,Temperate,Balanced,Pregnant,High,0,0,0,3.6,6.38354372,,,
